segment_id,start_lon,start_lat,end_lon,end_lat,material,diameter_m,length_m,zone_id,pipeline_type,data_quality_flag,assumed_age_years,design_lifespan_years,hw_c_value
1465,75.945773,17.686841,75.945608,17.686072,CI,0.1,86.80652,zone_2,Distribution Pipeline,complete,35,50,100
1466,75.945469,17.686866,75.945305,17.686052,CI,0.1,91.70359,zone_2,Distribution Pipeline,complete,35,50,100
1467,75.948227,17.686621,75.948157,17.685589,CI,0.1,114.39553,zone_2,Distribution Pipeline,complete,35,50,100
1468,75.945827,17.682796,75.946209,17.684481,CI,0.1,190.9398,zone_2,Distribution Pipeline,complete,35,50,100
1469,75.945963,17.684469,75.9456,17.682831,CI,0.1,185.27892,zone_2,Distribution Pipeline,complete,35,50,100
1470,75.945742,17.684516,75.945384,17.682868,CI,0.1,186.36227,zone_2,Distribution Pipeline,complete,35,50,100
1471,75.945384,17.682868,75.945153,17.6829,CI,0.1,24.84194,zone_2,Distribution Pipeline,complete,35,50,100
1472,75.945153,17.6829,75.945682,17.685203,CI,0.1,260.97077,zone_2,Distribution Pipeline,complete,35,50,100
1473,75.945433,17.685349,75.94494,17.683183,CI,0.1,245.2788,zone_2,Distribution Pipeline,complete,35,50,100
1474,75.945135,17.685398,75.944655,17.683299,CI,0.1,237.74484,zone_2,Distribution Pipeline,complete,35,50,100
1475,75.945305,17.686233,75.944922,17.685803,CI,0.1,86.84183,zone_2,Distribution Pipeline,complete,35,50,100
1476,75.945276,17.686,75.9452,17.685687,CI,0.1,38.37262,zone_2,Distribution Pipeline,complete,35,50,100
1477,75.927512,17.692129,75.929636,17.692495,CI,0.1,268.27154,zone_2,Distribution Pipeline,complete,35,50,100
1478,75.922602,17.691881,75.923021,17.692292,CI,0.1,63.63649,zone_2,Distribution Pipeline,complete,35,50,100
1479,75.923531,17.691824,75.923294,17.692041,CI,0.1,34.87678,zone_2,Distribution Pipeline,complete,35,50,100
1480,75.923852,17.691547,75.923539,17.691868,CI,0.1,51.84606,zone_2,Distribution Pipeline,complete,35,50,100
1481,75.92546,17.69388,75.925327,17.693771,CI,0.1,26.26029,zone_2,Distribution Pipeline,complete,35,50,100
1482,75.93095,17.695528,75.930846,17.696158,CI,0.1,70.64757,zone_2,Distribution Pipeline,complete,35,50,100
1483,75.929301,17.695588,75.929014,17.695841,CI,0.1,56.43685,zone_2,Distribution Pipeline,complete,35,50,100
1484,75.946898,17.690611,75.946866,17.690032,CI,0.1,64.22878,zone_2,Distribution Pipeline,complete,35,50,100
1485,75.933934,17.689511,75.934222,17.6886,CI,0.1,105.29053,zone_2,Distribution Pipeline,complete,35,50,100
1486,75.935708,17.689981,75.935457,17.690837,CI,0.1,98.44143,zone_2,Distribution Pipeline,complete,35,50,100
1487,75.936042,17.690026,75.935757,17.690962,CI,0.1,107.8697,zone_2,Distribution Pipeline,complete,35,50,100
1488,75.948712,17.699443,75.946783,17.700548,CI,0.1,312.1552,zone_2,Distribution Pipeline,complete,35,50,100
1489,75.945127,17.698937,75.935258,17.696554,CI,0.1,1083.64992,zone_2,Distribution Pipeline,complete,35,50,100
1490,75.946866,17.690032,75.946516,17.689508,CI,0.1,94.83552,zone_2,Distribution Pipeline,complete,35,50,100
1491,75.942467,17.690312,75.942805,17.68826,CI,0.1,229.89489,zone_2,Distribution Pipeline,complete,35,50,100
1492,75.937156,17.690191,75.937254,17.689775,CI,0.1,47.26004,zone_2,Distribution Pipeline,complete,35,50,100
1493,75.936889,17.690153,75.936991,17.689716,CI,0.1,49.51862,zone_2,Distribution Pipeline,complete,35,50,100
1494,75.932992,17.692192,75.932503,17.691635,CI,0.1,114.25646,zone_2,Distribution Pipeline,complete,35,50,100
1495,75.933418,17.689322,75.933705,17.688403,CI,0.1,106.11148,zone_2,Distribution Pipeline,complete,35,50,100
1496,75.933686,17.689419,75.933965,17.688495,CI,0.1,106.45061,zone_2,Distribution Pipeline,complete,35,50,100
1497,75.934187,17.689603,75.934485,17.688667,CI,0.1,108.3119,zone_2,Distribution Pipeline,complete,35,50,100
1498,75.934448,17.689691,75.934743,17.688733,CI,0.1,110.54821,zone_2,Distribution Pipeline,complete,35,50,100
1499,75.934706,17.689764,75.935007,17.688809,CI,0.1,110.4316,zone_2,Distribution Pipeline,complete,35,50,100
1500,75.934963,17.689842,75.935269,17.688857,CI,0.1,113.80404,zone_2,Distribution Pipeline,complete,35,50,100
1501,75.935231,17.689897,75.93539,17.689362,CI,0.1,61.54431,zone_2,Distribution Pipeline,complete,35,50,100
1502,75.935536,17.689954,75.935671,17.689424,CI,0.1,60.3462,zone_2,Distribution Pipeline,complete,35,50,100
1503,75.935801,17.689994,75.935928,17.689481,CI,0.1,58.33347,zone_2,Distribution Pipeline,complete,35,50,100
1504,75.936071,17.690031,75.936193,17.68954,CI,0.1,55.90586,zone_2,Distribution Pipeline,complete,35,50,100
1505,75.936339,17.690076,75.936459,17.689599,CI,0.1,54.29282,zone_2,Distribution Pipeline,complete,35,50,100
1506,75.936605,17.690112,75.936719,17.689656,CI,0.1,51.88547,zone_2,Distribution Pipeline,complete,35,50,100
1507,75.933203,17.689238,75.932975,17.689929,CI,0.1,80.17479,zone_2,Distribution Pipeline,complete,35,50,100
1508,75.933298,17.690015,75.933497,17.689352,CI,0.1,76.34035,zone_2,Distribution Pipeline,complete,35,50,100
1509,75.93392,17.690201,75.934132,17.689583,CI,0.1,71.95731,zone_2,Distribution Pipeline,complete,35,50,100
1510,75.934431,17.689686,75.93424,17.690295,CI,0.1,70.45697,zone_2,Distribution Pipeline,complete,35,50,100
1511,75.936155,17.690045,75.935909,17.691171,CI,0.1,127.29529,zone_2,Distribution Pipeline,complete,35,50,100
1512,75.935381,17.689926,75.935145,17.69074,CI,0.1,93.49538,zone_2,Distribution Pipeline,complete,35,50,100
1513,75.928519,17.689587,75.930576,17.689924,CI,0.1,221.41133,zone_2,Distribution Pipeline,complete,35,50,100
1514,75.928366,17.690009,75.930214,17.690274,CI,0.1,198.267,zone_2,Distribution Pipeline,complete,35,50,100
1515,75.929385,17.690614,75.930142,17.690787,CI,0.1,82.80951,zone_2,Distribution Pipeline,complete,35,50,100
1516,75.927857,17.691264,75.929468,17.691208,CI,0.1,171.00154,zone_2,Distribution Pipeline,complete,35,50,100
1517,75.927662,17.691658,75.930846,17.691595,CI,0.1,338.11993,zone_2,Distribution Pipeline,complete,35,50,100
1518,75.927456,17.69207,75.929568,17.69204,CI,0.1,224.30058,zone_2,Distribution Pipeline,complete,35,50,100
1519,75.930383,17.693073,75.935467,17.694006,CI,0.1,554.29519,zone_2,Distribution Pipeline,complete,35,50,100
1520,75.930394,17.693338,75.934031,17.693937,CI,0.1,394.61305,zone_2,Distribution Pipeline,complete,35,50,100
1521,75.931041,17.690806,75.932087,17.691133,CI,0.1,116.66241,zone_2,Distribution Pipeline,complete,35,50,100
1522,75.931222,17.691366,75.931295,17.691017,CI,0.1,39.35239,zone_2,Distribution Pipeline,complete,35,50,100
1523,75.92646,17.693382,75.926711,17.692809,CI,0.1,68.77615,zone_2,Distribution Pipeline,complete,35,50,100
1524,75.92919,17.696207,75.929276,17.696549,CI,0.1,40.27557,zone_2,Distribution Pipeline,complete,35,50,100
1525,75.929911,17.69533,75.929779,17.696192,CI,0.1,96.49828,zone_2,Distribution Pipeline,complete,35,50,100
1526,75.930846,17.696158,75.930406,17.697023,CI,0.1,132.34831,zone_2,Distribution Pipeline,complete,35,50,100
1527,75.930406,17.697023,75.929982,17.696973,CI,0.1,45.33684,zone_2,Distribution Pipeline,complete,35,50,100
1528,75.930846,17.696158,75.931124,17.696202,CI,0.1,29.92684,zone_2,Distribution Pipeline,complete,35,50,100
1529,75.931945,17.695752,75.931803,17.696524,CI,0.1,86.79651,zone_2,Distribution Pipeline,complete,35,50,100
1530,75.928362,17.694781,75.928545,17.694299,CI,0.1,56.67422,zone_2,Distribution Pipeline,complete,35,50,100
1531,75.925669,17.693851,75.92546,17.69388,CI,0.1,22.43478,zone_2,Distribution Pipeline,complete,35,50,100
1532,75.925327,17.693771,75.925169,17.693663,CI,0.1,28.54018,zone_2,Distribution Pipeline,complete,35,50,100
1533,75.924585,17.693656,75.924587,17.692389,CI,0.1,167.47826,zone_2,Distribution Pipeline,complete,35,50,100
1534,75.923994,17.692316,75.923236,17.693012,CI,0.1,111.4082,zone_2,Distribution Pipeline,complete,35,50,100
1535,75.922278,17.692729,75.923539,17.691868,CI,0.1,187.93998,zone_2,Distribution Pipeline,complete,35,50,100
1536,75.923531,17.691824,75.922388,17.691661,CI,0.1,172.29351,zone_2,Distribution Pipeline,complete,35,50,100
1537,75.923539,17.691868,75.92383,17.692162,CI,0.1,44.86885,zone_2,Distribution Pipeline,complete,35,50,100
1538,75.924383,17.691968,75.923994,17.692316,CI,0.1,56.42528,zone_2,Distribution Pipeline,complete,35,50,100
1539,75.928877,17.688573,75.930149,17.689095,CI,0.1,146.81821,zone_2,Distribution Pipeline,complete,35,50,100
1540,75.949206,17.695953,75.950066,17.69637,CI,0.1,139.69951,zone_2,Distribution Pipeline,complete,35,50,100
1541,75.949234,17.696304,75.950039,17.696265,CI,0.1,85.57193,zone_2,Distribution Pipeline,complete,35,50,100
1542,75.949236,17.696415,75.949906,17.696402,CI,0.1,71.07231,zone_2,Distribution Pipeline,complete,35,50,100
1543,75.949243,17.696659,75.950035,17.696664,CI,0.1,83.95574,zone_2,Distribution Pipeline,complete,35,50,100
1544,75.949253,17.696918,75.950039,17.69692,CI,0.1,83.43562,zone_2,Distribution Pipeline,complete,35,50,100
1545,75.949261,17.697118,75.950056,17.697092,CI,0.1,84.362,zone_2,Distribution Pipeline,complete,35,50,100
1546,75.949277,17.69747,75.950041,17.697453,CI,0.1,81.06243,zone_2,Distribution Pipeline,complete,35,50,100
1547,75.949287,17.697738,75.949848,17.697726,CI,0.1,59.58698,zone_2,Distribution Pipeline,complete,35,50,100
1548,75.949292,17.69802,75.949882,17.698003,CI,0.1,62.60794,zone_2,Distribution Pipeline,complete,35,50,100
1549,75.948712,17.699443,75.947686,17.700754,CI,0.1,188.15402,zone_2,Distribution Pipeline,complete,35,50,100
1550,75.947373,17.699503,75.947737,17.699758,CI,0.1,57.21465,zone_2,Distribution Pipeline,complete,35,50,100
1551,75.94806,17.700501,75.947976,17.700154,CI,0.1,40.12964,zone_2,Distribution Pipeline,complete,35,50,100
1552,75.946735,17.700077,75.947415,17.700136,CI,0.1,74.27547,zone_2,Distribution Pipeline,complete,35,50,100
1553,75.948187,17.699529,75.948222,17.69986,CI,0.1,36.84835,zone_2,Distribution Pipeline,complete,35,50,100
1554,75.923531,17.691824,75.923847,17.691551,CI,0.1,45.10998,zone_2,Distribution Pipeline,complete,35,50,100
1555,75.930798,17.696448,75.929832,17.696265,CI,0.1,104.42019,zone_2,Distribution Pipeline,complete,35,50,100
1556,75.930427,17.696378,75.930465,17.696012,CI,0.1,40.70401,zone_2,Distribution Pipeline,complete,35,50,100
1557,75.930003,17.687475,75.929732,17.688233,CI,0.1,88.63759,zone_2,Distribution Pipeline,complete,35,50,100
1558,75.930305,17.687632,75.930035,17.688324,CI,0.1,81.76118,zone_2,Distribution Pipeline,complete,35,50,100
1559,75.930587,17.687799,75.930307,17.688494,CI,0.1,82.39105,zone_2,Distribution Pipeline,complete,35,50,100
1560,75.93116,17.688106,75.930972,17.688696,CI,0.1,68.41232,zone_2,Distribution Pipeline,complete,35,50,100
1561,75.930866,17.687952,75.930707,17.6884,CI,0.1,52.40202,zone_2,Distribution Pipeline,complete,35,50,100
1562,75.929883,17.688985,75.929703,17.689512,CI,0.1,61.27705,zone_2,Distribution Pipeline,complete,35,50,100
1563,75.929571,17.688858,75.929388,17.689428,CI,0.1,66.05761,zone_2,Distribution Pipeline,complete,35,50,100
1564,75.933047,17.689162,75.932798,17.689906,CI,0.1,86.51546,zone_2,Distribution Pipeline,complete,35,50,100
1565,75.931842,17.689249,75.932214,17.690161,CI,0.1,137.55604,zone_2,Distribution Pipeline,complete,35,50,100
1566,75.931674,17.693944,75.932853,17.694228,CI,0.1,128.98613,zone_2,Distribution Pipeline,complete,35,50,100
1567,75.932552,17.686623,75.933538,17.68705,CI,0.1,114.75811,zone_2,Distribution Pipeline,complete,35,50,100
1568,75.932411,17.686931,75.933334,17.687366,CI,0.1,109.15155,zone_2,Distribution Pipeline,complete,35,50,100
1569,75.932269,17.68724,75.933206,17.687635,CI,0.1,108.60622,zone_2,Distribution Pipeline,complete,35,50,100
1570,75.932005,17.687661,75.930194,17.686782,CI,0.1,215.37457,zone_2,Distribution Pipeline,complete,35,50,100
1571,75.932206,17.687228,75.93026,17.686398,CI,0.1,225.97433,zone_2,Distribution Pipeline,complete,35,50,100
1572,75.932352,17.686908,75.930449,17.686095,CI,0.1,221.10279,zone_2,Distribution Pipeline,complete,35,50,100
1573,75.932499,17.686588,75.930416,17.685737,CI,0.1,240.17675,zone_2,Distribution Pipeline,complete,35,50,100
1574,75.930535,17.687682,75.930781,17.687186,CI,0.1,60.79657,zone_2,Distribution Pipeline,complete,35,50,100
1575,75.930947,17.687899,75.931101,17.687561,CI,0.1,40.84611,zone_2,Distribution Pipeline,complete,35,50,100
1576,75.946216,17.690657,75.94615,17.689392,CI,0.1,140.16204,zone_2,Distribution Pipeline,complete,35,50,100
1577,75.944931,17.690861,75.945228,17.689546,CI,0.1,148.92278,zone_2,Distribution Pipeline,complete,35,50,100
1578,75.945125,17.690004,75.944194,17.689803,CI,0.1,101.22149,zone_2,Distribution Pipeline,complete,35,50,100
1579,75.945318,17.690947,75.945662,17.6894,CI,0.1,175.03493,zone_2,Distribution Pipeline,complete,35,50,100
1580,75.934444,17.689606,75.93451,17.68963,CI,0.1,12.83182,zone_2,Distribution Pipeline,complete,35,50,100
1581,75.932393,17.690388,75.932822,17.689038,CI,0.1,161.68943,zone_2,Distribution Pipeline,complete,35,50,100
1582,75.891688,17.659489,75.891604,17.659187,CI,0.1,208.70295,zone_6,Distribution Pipeline,complete,35,50,100
1583,75.89157,17.659185,75.891883,17.660625,CI,0.1,162.83092,zone_6,Distribution Pipeline,complete,35,50,100
1584,75.892432,17.654627,75.894153,17.651774,CI,0.1,364.86092,zone_6,Distribution Pipeline,complete,35,50,100
1585,75.891883,17.660625,75.892567,17.66079,CI,0.1,82.42619,zone_6,Distribution Pipeline,complete,35,50,100
1586,75.893966,17.65529,75.894372,17.655959,CI,0.1,85.70647,zone_6,Distribution Pipeline,complete,35,50,100
1587,75.893767,17.655395,75.894147,17.656065,CI,0.1,84.39218,zone_6,Distribution Pipeline,complete,35,50,100
1588,75.893537,17.655523,75.893821,17.655945,CI,0.1,55.66264,zone_6,Distribution Pipeline,complete,35,50,100
1589,75.881432,17.655514,75.879753,17.656706,CI,0.1,221.67459,zone_6,Distribution Pipeline,complete,35,50,100
1590,75.881595,17.655684,75.879882,17.656888,CI,0.1,225.38114,zone_6,Distribution Pipeline,complete,35,50,100
1591,75.881743,17.655837,75.880074,17.657027,CI,0.1,220.69988,zone_6,Distribution Pipeline,complete,35,50,100
1592,75.881865,17.655963,75.880192,17.657184,CI,0.1,223.11615,zone_6,Distribution Pipeline,complete,35,50,100
1593,75.881999,17.656102,75.880305,17.657305,CI,0.1,223.7777,zone_6,Distribution Pipeline,complete,35,50,100
1594,75.880415,17.657433,75.882095,17.656201,CI,0.1,224.42468,zone_6,Distribution Pipeline,complete,35,50,100
1595,75.880548,17.657784,75.88236,17.656484,CI,0.1,241.25279,zone_6,Distribution Pipeline,complete,35,50,100
1596,75.881388,17.656967,75.880461,17.657634,CI,0.1,122.98163,zone_6,Distribution Pipeline,complete,35,50,100
1597,75.892182,17.660512,75.891053,17.659419,CI,0.1,226.35645,zone_6,Distribution Pipeline,complete,35,50,100
1598,75.893549,17.655516,75.892607,17.65457,CI,0.1,144.88056,zone_6,Distribution Pipeline,complete,35,50,100
1599,75.893749,17.655405,75.89286,17.654474,CI,0.1,139.72196,zone_6,Distribution Pipeline,complete,35,50,100
1600,75.893969,17.655289,75.893118,17.654373,CI,0.1,135.78405,zone_6,Distribution Pipeline,complete,35,50,100
1601,75.89374,17.654116,75.893702,17.653481,CI,0.1,70.38989,zone_6,Distribution Pipeline,complete,35,50,100
1602,75.89349,17.654175,75.893456,17.653547,CI,0.1,69.76182,zone_6,Distribution Pipeline,complete,35,50,100
1603,75.893348,17.654245,75.89329,17.653584,CI,0.1,73.45159,zone_6,Distribution Pipeline,complete,35,50,100
1604,75.893085,17.654346,75.893021,17.653783,CI,0.1,62.68059,zone_6,Distribution Pipeline,complete,35,50,100
1605,75.893982,17.654041,75.893944,17.653452,CI,0.1,65.31023,zone_6,Distribution Pipeline,complete,35,50,100
1606,75.883355,17.656388,75.883289,17.656103,CI,0.1,35.72775,zone_6,Distribution Pipeline,complete,35,50,100
1607,75.883537,17.65597,75.88387,17.656125,CI,0.1,52.09704,zone_6,Distribution Pipeline,complete,35,50,100
1608,75.88622,17.654647,75.886863,17.654469,CI,0.1,71.11677,zone_6,Distribution Pipeline,complete,35,50,100
1609,75.88616,17.654464,75.886799,17.654306,CI,0.1,70.00562,zone_6,Distribution Pipeline,complete,35,50,100
1610,75.886866,17.654302,75.88732,17.654188,CI,0.1,49.76384,zone_6,Distribution Pipeline,complete,35,50,100
1611,75.886913,17.654465,75.887343,17.65435,CI,0.1,47.43062,zone_6,Distribution Pipeline,complete,35,50,100
1612,75.887005,17.65477,75.887434,17.654649,CI,0.1,47.47776,zone_6,Distribution Pipeline,complete,35,50,100
1613,75.887062,17.654959,75.887684,17.654773,CI,0.1,69.20671,zone_6,Distribution Pipeline,complete,35,50,100
1614,75.887388,17.655063,75.887843,17.655146,CI,0.1,62.60997,zone_6,Distribution Pipeline,complete,35,50,100
1615,75.88714,17.655135,75.886527,17.655546,CI,0.1,100.3426,zone_6,Distribution Pipeline,complete,35,50,100
1616,75.889611,17.655928,75.889734,17.656376,CI,0.1,51.34623,zone_6,Distribution Pipeline,complete,35,50,100
1617,75.889382,17.655987,75.889509,17.656364,CI,0.1,43.83744,zone_6,Distribution Pipeline,complete,35,50,100
1618,75.889977,17.65576,75.890413,17.655803,CI,0.1,66.29802,zone_6,Distribution Pipeline,complete,35,50,100
1619,75.888946,17.656096,75.88878,17.655296,CI,0.1,90.21578,zone_6,Distribution Pipeline,complete,35,50,100
1620,75.888661,17.65616,75.888485,17.655318,CI,0.1,95.0875,zone_6,Distribution Pipeline,complete,35,50,100
1621,75.888385,17.656088,75.888228,17.655367,CI,0.1,81.54214,zone_6,Distribution Pipeline,complete,35,50,100
1622,75.888213,17.655334,75.888136,17.654978,CI,0.1,40.19556,zone_6,Distribution Pipeline,complete,35,50,100
1623,75.888458,17.655285,75.88833,17.654672,CI,0.1,69.20465,zone_6,Distribution Pipeline,complete,35,50,100
1624,75.888731,17.65523,75.88863,17.654707,CI,0.1,58.94215,zone_6,Distribution Pipeline,complete,35,50,100
1625,75.889013,17.655172,75.888898,17.654684,CI,0.1,55.38443,zone_6,Distribution Pipeline,complete,35,50,100
1626,75.891883,17.660625,75.890611,17.660586,CI,0.1,163.30145,zone_6,Distribution Pipeline,complete,35,50,100
1627,75.891386,17.660747,75.891554,17.660877,CI,0.1,33.22137,zone_6,Distribution Pipeline,complete,35,50,100
1628,75.891395,17.660795,75.89065,17.660947,CI,0.1,80.79225,zone_6,Distribution Pipeline,complete,35,50,100
1629,75.891356,17.66062,75.890885,17.660717,CI,0.1,51.14746,zone_6,Distribution Pipeline,complete,35,50,100
1630,75.890955,17.660702,75.890927,17.660558,CI,0.1,16.23936,zone_6,Distribution Pipeline,complete,35,50,100
1631,75.890988,17.660878,75.89096,17.660734,CI,0.1,16.29723,zone_6,Distribution Pipeline,complete,35,50,100
1632,75.890988,17.660878,75.891014,17.661003,CI,0.1,13.99583,zone_6,Distribution Pipeline,complete,35,50,100
1633,75.891564,17.660703,75.891388,17.659933,CI,0.1,87.33547,zone_6,Distribution Pipeline,complete,35,50,100
1634,75.891564,17.660703,75.891656,17.661135,CI,0.1,48.80429,zone_6,Distribution Pipeline,complete,35,50,100
1635,75.891377,17.659874,75.891208,17.65919,CI,0.1,77.75654,zone_6,Distribution Pipeline,complete,35,50,100
1636,75.89157,17.659185,75.892082,17.658974,CI,0.1,80.99466,zone_6,Distribution Pipeline,complete,35,50,100
1637,75.892611,17.655021,75.891343,17.655689,CI,0.1,186.39622,zone_6,Distribution Pipeline,complete,35,50,100
1638,75.888263,17.651527,75.888669,17.649343,CI,0.1,264.04331,zone_6,Distribution Pipeline,complete,35,50,100
1639,75.888731,17.650887,75.88914,17.651054,CI,0.1,47.17569,zone_6,Distribution Pipeline,complete,35,50,100
1640,75.888413,17.651367,75.888813,17.651657,CI,0.1,53.22156,zone_6,Distribution Pipeline,complete,35,50,100
1641,75.888498,17.651276,75.889125,17.651136,CI,0.1,93.87894,zone_6,Distribution Pipeline,complete,35,50,100
1642,75.889218,17.652143,75.889967,17.651452,CI,0.1,128.10461,zone_6,Distribution Pipeline,complete,35,50,100
1643,75.892417,17.66167,75.891383,17.661474,CI,0.1,121.36101,zone_6,Distribution Pipeline,complete,35,50,100
1644,75.892299,17.660637,75.892733,17.659934,CI,0.1,90.36893,zone_6,Distribution Pipeline,complete,35,50,100
1645,75.893263,17.659639,75.893456,17.659367,CI,0.1,36.39365,zone_6,Distribution Pipeline,complete,35,50,100
1646,75.885199,17.656459,75.88505,17.656699,CI,0.1,44.15539,zone_6,Distribution Pipeline,complete,35,50,100
1647,75.884453,17.656386,75.884719,17.656345,CI,0.1,28.64984,zone_6,Distribution Pipeline,complete,35,50,100
1648,75.885101,17.655973,75.88477,17.655812,CI,0.1,56.64581,zone_6,Distribution Pipeline,complete,35,50,100
1649,75.88576,17.655459,75.885793,17.654856,CI,0.1,67.89656,zone_6,Distribution Pipeline,complete,35,50,100
1650,75.888857,17.651905,75.887626,17.652036,CI,0.1,185.95987,zone_6,Distribution Pipeline,complete,35,50,100
1651,75.888237,17.652328,75.888088,17.652589,CI,0.1,32.94199,zone_6,Distribution Pipeline,complete,35,50,100
1652,75.887949,17.651219,75.888282,17.650834,CI,0.1,55.35192,zone_6,Distribution Pipeline,complete,35,50,100
1653,75.884782,17.655005,75.884232,17.654184,CI,0.1,149.30653,zone_6,Distribution Pipeline,complete,35,50,100
1654,75.88501,17.654253,75.884628,17.654038,CI,0.1,75.72919,zone_6,Distribution Pipeline,complete,35,50,100
1655,75.884232,17.654184,75.884563,17.654335,CI,0.1,56.23137,zone_6,Distribution Pipeline,complete,35,50,100
1656,75.887064,17.654965,75.886823,17.655019,CI,0.1,26.25583,zone_6,Distribution Pipeline,complete,35,50,100
1657,75.887005,17.65477,75.886826,17.654819,CI,0.1,19.75467,zone_6,Distribution Pipeline,complete,35,50,100
1658,75.889769,17.652525,75.889499,17.652839,CI,0.1,53.53385,zone_6,Distribution Pipeline,complete,35,50,100
1659,75.889967,17.651452,75.889383,17.649731,CI,0.1,200.49447,zone_6,Distribution Pipeline,complete,35,50,100
1660,75.889903,17.651296,75.889272,17.65118,CI,0.1,68.15618,zone_6,Distribution Pipeline,complete,35,50,100
1661,75.889507,17.651637,75.89004,17.651794,CI,0.1,60.42303,zone_6,Distribution Pipeline,complete,35,50,100
1662,75.889715,17.650823,75.889215,17.65084,CI,0.1,53.21898,zone_6,Distribution Pipeline,complete,35,50,100
1663,75.889599,17.650423,75.890146,17.650291,CI,0.1,59.82705,zone_6,Distribution Pipeline,complete,35,50,100
1664,75.888706,17.650263,75.889023,17.650093,CI,0.1,48.53635,zone_6,Distribution Pipeline,complete,35,50,100
1665,75.890914,17.655191,75.891135,17.655432,CI,0.1,35.52956,zone_6,Distribution Pipeline,complete,35,50,100
1666,75.887923,17.652948,75.887934,17.65242,CI,0.1,66.08858,zone_6,Distribution Pipeline,complete,35,50,100
1667,75.88871,17.653012,75.889197,17.652811,CI,0.1,93.40238,zone_6,Distribution Pipeline,complete,35,50,100
1668,75.885417,17.653111,75.885313,17.653567,CI,0.1,60.11312,zone_6,Distribution Pipeline,complete,35,50,100
1669,75.883779,17.656695,75.883274,17.656578,CI,0.1,113.00471,zone_6,Distribution Pipeline,complete,35,50,100
1670,75.910468,17.672687,75.910901,17.67263,CI,0.1,46.39552,zone_7,Distribution Pipeline,complete,35,50,100
1671,75.928351,17.665303,75.928965,17.665608,CI,0.1,106.39933,zone_3,Distribution Pipeline,complete,35,50,100
1672,75.928495,17.665767,75.928989,17.665847,CI,0.1,70.47134,zone_3,Distribution Pipeline,complete,35,50,100
1673,75.924456,17.668282,75.924353,17.667264,CI,0.1,113.18683,zone_3,Distribution Pipeline,complete,35,50,100
1674,75.92476,17.668264,75.924638,17.667128,CI,0.1,126.37244,zone_3,Distribution Pipeline,complete,35,50,100
1675,75.925325,17.667261,75.925449,17.668222,CI,0.1,107.20615,zone_3,Distribution Pipeline,complete,35,50,100
1676,75.928928,17.671227,75.929434,17.671602,CI,0.1,93.49586,zone_3,Distribution Pipeline,complete,35,50,100
1677,75.925829,17.6682,75.925874,17.669018,CI,0.1,94.39504,zone_3,Distribution Pipeline,complete,35,50,100
1678,75.926433,17.668509,75.926832,17.668493,CI,0.1,42.36628,zone_3,Distribution Pipeline,complete,35,50,100
1679,75.926465,17.66874,75.926774,17.668725,CI,0.1,32.79694,zone_3,Distribution Pipeline,complete,35,50,100
1680,75.926498,17.668971,75.927042,17.668934,CI,0.1,57.89345,zone_3,Distribution Pipeline,complete,35,50,100
1681,75.926178,17.669156,75.926517,17.669111,CI,0.1,36.40665,zone_3,Distribution Pipeline,complete,35,50,100
1682,75.926534,17.669227,75.927032,17.669178,CI,0.1,53.11707,zone_3,Distribution Pipeline,complete,35,50,100
1683,75.928444,17.667867,75.928849,17.667947,CI,0.1,57.37419,zone_3,Distribution Pipeline,complete,35,50,100
1684,75.929322,17.668943,75.927404,17.669419,CI,0.1,217.18299,zone_3,Distribution Pipeline,complete,35,50,100
1685,75.903607,17.687568,75.90305,17.688454,CI,0.1,118.85881,zone_1,Distribution Pipeline,complete,35,50,100
1686,75.91051,17.673454,75.911107,17.673281,CI,0.1,69.21443,zone_8,Distribution Pipeline,complete,35,50,100
1687,75.911714,17.672933,75.912956,17.672803,CI,0.1,132.71559,zone_8,Distribution Pipeline,complete,35,50,100
1688,75.91187,17.673421,75.912625,17.673595,CI,0.1,109.12071,zone_8,Distribution Pipeline,complete,35,50,100
1689,75.911837,17.673418,75.91249,17.67338,CI,0.1,69.60952,zone_8,Distribution Pipeline,complete,35,50,100
1690,75.912414,17.673806,75.91114,17.673499,CI,0.1,206.88124,zone_8,Distribution Pipeline,complete,35,50,100
1691,75.91423,17.67277,75.913772,17.673582,CI,0.1,139.62944,zone_8,Distribution Pipeline,complete,35,50,100
1692,75.913349,17.67369,75.912687,17.673739,CI,0.1,70.63468,zone_8,Distribution Pipeline,complete,35,50,100
1693,75.914063,17.673715,75.914103,17.674251,CI,0.1,59.50326,zone_8,Distribution Pipeline,complete,35,50,100
1694,75.914063,17.673715,75.913166,17.673875,CI,0.1,113.07812,zone_8,Distribution Pipeline,complete,35,50,100
1695,75.916201,17.671671,75.916137,17.672024,CI,0.1,63.00698,zone_8,Distribution Pipeline,complete,35,50,100
1696,75.91409,17.667138,75.914672,17.668345,CI,0.1,147.17127,zone_7,Distribution Pipeline,complete,35,50,100
1697,75.913077,17.661244,75.912119,17.661243,CI,0.1,101.59524,zone_8,Distribution Pipeline,complete,35,50,100
1698,75.907271,17.658682,75.907312,17.659324,CI,0.1,71.1787,zone_8,Distribution Pipeline,complete,35,50,100
1699,75.907763,17.658887,75.908519,17.658733,CI,0.1,82.10804,zone_8,Distribution Pipeline,complete,35,50,100
